ILE 0.176376 0.183369 0.196260 0.180068 0.176601 0.184855 0.173845 0.184461 0.172407 0.174087 0.174721 0.192498 0.172273 0.167365 0.189209 0.173857 0.177707 0.177771 0.179365 0.184673 0.173046 0.179249 0.185838 0.185997 0.183683 0.167530 0.175850 0.189509 0.176296 0.168670 0.187194 0.177254 0.171476 0.168671 0.157970 0.182425 0.179459 0.177835 0.183109 0.161286 0.172315 0.179389 0.182514 0.181123 0.182543 0.165265 0.180627
GLN 0.002178 0.010946 0.021213 0.025198 0.023908 0.011242 0.014792 0.019536 0.018571 0.013532 0.013855 0.012848 0.012807 0.013534 0.017195 0.016164 0.016288 0.017537 0.012571 0.012976 0.015284 0.018747 0.014477 0.017498 0.012843 0.015515 0.019339 0.011561 0.014962 0.013789 0.012869 0.019144 0.015372 0.014556 0.014481 0.012454 0.017019 0.015324 0.013492 0.016464 0.015471 0.017741 0.013029 0.010629 0.018936 0.019616 0.012546
GLY 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
GLU 0.015427 0.022816 0.024435 0.028002 0.039932 0.049149 0.047709 0.040073 0.036818 0.041761 0.041236 0.045450 0.040982 0.044335 0.045004 0.050724 0.042653 0.037285 0.039896 0.042015 0.051750 0.048109 0.044024 0.042375 0.039641 0.040078 0.040584 0.041083 0.045288 0.044365 0.040864 0.045711 0.051613 0.042113 0.042366 0.038571 0.042640 0.036183 0.046947 0.049825 0.048922 0.044078 0.038906 0.042666 0.043136 0.045289 0.039744
CYS 0.081703 0.090815 0.100842 0.100235 0.097262 0.087163 0.078425 0.083113 0.088873 0.087023 0.089540 0.091058 0.097477 0.090549 0.080500 0.083578 0.097884 0.095978 0.094025 0.092692 0.091358 0.096341 0.091380 0.081649 0.087725 0.086505 0.108265 0.087840 0.076151 0.086396 0.093862 0.085482 0.098176 0.092362 0.096756 0.085280 0.083796 0.090999 0.081737 0.096222 0.088926 0.094066 0.090611 0.085288 0.079133 0.086189 0.088438
ASP 0.010223 0.013492 0.016981 0.020991 0.026400 0.036550 0.036002 0.023933 0.027880 0.034035 0.034218 0.033575 0.031558 0.030649 0.035417 0.031627 0.026228 0.026814 0.030853 0.032112 0.034860 0.032525 0.030282 0.031691 0.028403 0.032868 0.032807 0.031394 0.033913 0.039266 0.027840 0.027520 0.035911 0.029533 0.029869 0.026300 0.031405 0.027132 0.029400 0.036546 0.028919 0.030644 0.030101 0.033097 0.028235 0.031057 0.033912
SER 0.047059 0.056496 0.065232 0.057643 0.050690 0.045471 0.050656 0.060139 0.051287 0.057528 0.053162 0.048956 0.041502 0.062192 0.057760 0.053661 0.051330 0.049428 0.060135 0.034801 0.057655 0.055926 0.055587 0.056910 0.045282 0.051371 0.048198 0.045239 0.060907 0.066975 0.044359 0.050313 0.054134 0.055057 0.059298 0.042927 0.047044 0.051959 0.047658 0.051078 0.070442 0.047629 0.053999 0.045861 0.057014 0.056558 0.040179
LYS 0.034389 0.028826 0.020804 0.025487 0.029478 0.048122 0.036553 0.034004 0.034148 0.032956 0.033166 0.038578 0.037376 0.036981 0.030003 0.038319 0.042664 0.043587 0.030218 0.030001 0.031211 0.038905 0.036153 0.034284 0.033721 0.034484 0.037356 0.040275 0.035397 0.035401 0.031465 0.033409 0.031224 0.035921 0.038884 0.034631 0.037677 0.038870 0.038201 0.030787 0.033435 0.034336 0.034263 0.043912 0.026950 0.035314 0.035419
PRO 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
HID 0.003235 0.003398 0.000926 0.003098 0.006339 0.002903 0.002149 0.005308 0.003180 0.003226 0.001499 0.001671 0.003481 0.002960 0.002698 0.003077 0.002499 0.004699 0.001865 0.003261 0.004355 0.002181 0.004795 0.002882 0.001067 0.000778 0.004938 0.002129 0.003090 0.003493 0.003475 0.002484 0.001713 0.003204 0.001610 0.002337 0.003214 0.005716 0.001717 0.004230 0.001596 0.003045 0.004097 0.002103 0.002911 0.005813 0.002910
