ILE 0.173046
GLN 0.015284
GLY 0.000000
GLU 0.051750
CYS 0.091358
ASP 0.034860
SER 0.057655
LYS 0.031211
PRO 0.000000
HID 0.004355
HIE 0.001132
ASN 0.025200
HIP 0.002301
VAL 0.146421
THR 0.015969
TRP 0.021005
PHE 0.026034
ALA 0.048688
MET 0.019381
LEU 0.176932
ARG 0.034536
TYR 0.022882
