CYS -0.941769
HIP 14.358882
ASP -9.165212
SER -3.590973
GLN -4.636233
LYS -4.309324
ASN -5.857733
THR -3.726269
PHE -0.309336
ALA 0.098131
MET -2.933121
ILE 4.734190
HID 11.790182
HIE 11.255082
ARG -27.985855
TRP -1.549636
VAL 0.853990
GLU -7.880012
TYR -3.910828
LEU 1.187690
