ALA	0.11092
CYS	0.00012
THR	0.05945
SER	0.04267
GLU	0.02244
ASP	0.04521
ASN	0.02465
GLN	0.02202
ILE	0.16924
VAL	0.16742
LEU	0.18476
MET	0.01625
HID	-0.0004
HIE	0.00754
HIP	0.01024
ARG	0.02477
LYS	0.01485
TRP	0.00099
PHE	0.04528
TYR	0.02205
GLY	0.00807
PRO	0.00138
