ALA  0.0000
CYS  -1.0399
ASP  -9.1653
GLU  -7.8801
PHE  -1.4223
HIP  15.7243
HID  13.1556
HIE  12.6205
ILE  1.6274
LYS  -4.2050
LEU  -1.9191
MET  -2.4348
ASN  -5.6386
GLN  -4.4171
ARG  -25.3013
SER  -2.8532
THR  -3.8244
VAL  -2.2528
TRP  -2.6626
TYR  -4.5639
