ILE 0.038281
GLN 0.045346
GLY 0.000000
GLU 0.135638
CYS 0.115658
ASP 0.034657
SER 0.076174
LYS 0.090543
PRO 0.000000
HID 0.018132
HIE 0.015445
ASN 0.087220
HIP 0.018691
VAL 0.015357
THR 0.028863
TRP 0.013329
PHE 0.002422
ALA 0.015832
MET 0.040306
LEU 0.100156
ARG 0.094450
TYR 0.013500
