ILE 0.132276 0.125675 0.071195 0.030255 0.030996 0.037417 0.049983 0.036537 0.031193 0.033423 0.040297 0.038281 0.039465 0.043268 0.035052 0.038790 0.042816 0.039758 0.040502 0.032182 0.029604 0.041257 0.033661 0.036121 0.039208 0.041311 0.038586 0.034316 0.043859 0.038885 0.034205 0.035595 0.046085 0.037279 0.034129 0.038883 0.035804 0.037186 0.037250 0.044590 0.036289 0.036183 0.040944 0.036843 0.044084 0.036139 0.036326
GLN 0.029662 0.032331 0.046541 0.046345 0.080923 0.081540 0.056529 0.038362 0.041954 0.048708 0.058341 0.045346 0.038686 0.051524 0.048797 0.048310 0.045843 0.053030 0.043771 0.055329 0.049649 0.053520 0.045278 0.054733 0.051225 0.045691 0.042191 0.049091 0.053858 0.050692 0.055733 0.044043 0.052480 0.051041 0.047546 0.045140 0.046006 0.044328 0.046539 0.049031 0.059395 0.036962 0.050684 0.054694 0.049794 0.043649 0.053000
GLY 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
GLU 0.044143 0.054732 0.063897 0.075636 0.086255 0.096775 0.112208 0.148805 0.158954 0.157083 0.134871 0.135638 0.133176 0.148271 0.143785 0.149577 0.142391 0.129060 0.138597 0.132994 0.140285 0.128120 0.140803 0.134287 0.149834 0.156013 0.147749 0.135078 0.127701 0.121775 0.153877 0.154021 0.134668 0.134565 0.141289 0.133256 0.139012 0.150128 0.141281 0.135657 0.127295 0.138639 0.148412 0.153306 0.138978 0.135417 0.123964
CYS 0.040441 0.121534 0.192563 0.182435 0.113210 0.084978 0.084752 0.099562 0.090536 0.091735 0.082724 0.115658 0.092996 0.088518 0.087769 0.091899 0.093797 0.101618 0.101091 0.098826 0.095211 0.088511 0.100466 0.101083 0.092686 0.085963 0.093532 0.097787 0.091372 0.098084 0.107542 0.091030 0.081991 0.092918 0.092988 0.099938 0.089280 0.094207 0.094646 0.096720 0.090876 0.088740 0.107516 0.095516 0.090492 0.101272 0.104390
ASP 0.002495 0.004684 0.005427 0.008190 0.010430 0.020933 0.024144 0.045427 0.056489 0.053832 0.045524 0.034657 0.040563 0.046479 0.044182 0.037919 0.036524 0.039302 0.045177 0.042331 0.041706 0.045039 0.046704 0.044940 0.041969 0.040273 0.052866 0.036408 0.037510 0.037220 0.045267 0.045469 0.047317 0.039443 0.043433 0.042170 0.043848 0.044281 0.047063 0.041023 0.037443 0.046050 0.047191 0.047491 0.044322 0.039894 0.036866
SER 0.024134 0.049675 0.102023 0.235976 0.201898 0.080006 0.059152 0.065344 0.094470 0.093455 0.099817 0.076174 0.086518 0.072765 0.098291 0.092886 0.090136 0.081278 0.087651 0.092801 0.093103 0.079811 0.082174 0.098482 0.087490 0.086286 0.074636 0.086259 0.096421 0.099213 0.077276 0.085961 0.096565 0.084587 0.076220 0.084986 0.102063 0.090559 0.083508 0.072388 0.100383 0.090414 0.076425 0.091038 0.091493 0.089388 0.082532
LYS 0.057063 0.048974 0.051891 0.049576 0.065989 0.089861 0.120191 0.119290 0.128786 0.105803 0.106331 0.090543 0.118535 0.135605 0.110603 0.111148 0.101467 0.110230 0.120476 0.129887 0.109119 0.099867 0.109490 0.111245 0.106493 0.108450 0.119210 0.119987 0.105607 0.116823 0.105291 0.130627 0.105159 0.112304 0.110171 0.130789 0.096206 0.102543 0.122209 0.127633 0.104009 0.113929 0.106594 0.107394 0.115792 0.115891 0.123026
PRO 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
HID 0.002313 0.003243 0.005912 0.005922 0.014316 0.029934 0.023440 0.020127 0.013653 0.015906 0.017610 0.018132 0.018883 0.015653 0.015018 0.017263 0.016305 0.021430 0.017447 0.018320 0.018735 0.018541 0.018145 0.018768 0.015343 0.016670 0.016467 0.023091 0.018429 0.017457 0.014027 0.013938 0.016233 0.017120 0.018409 0.014307 0.023531 0.015821 0.020132 0.017477 0.016997 0.013162 0.016242 0.020810 0.018375 0.019490 0.017194
HIE 0.002527 0.004802 0.006023 0.005655 0.010100 0.025520 0.016868 0.014403 0.013758 0.012503 0.013796 0.015445 0.015138 0.011570 0.011986 0.012780 0.013492 0.013818 0.014254 0.016627 0.014198 0.019614 0.012210 0.014874 0.015497 0.012850 0.014585 0.013528 0.016586 0.014607 0.018799 0.018658 0.011964 0.013400 0.020570 0.013008 0.014248 0.008358 0.017013 0.015704 0.016404 0.012352 0.014486 0.013286 0.013186 0.012234 0.016318
