ILE 0.141957 0.135077 0.063453 0.015953 0.027904 0.041734 0.061106 0.033900 0.024328 0.029269 0.043528 0.037887 0.026609 0.033191 0.033067 0.043179 0.039537 0.025468 0.031331 0.047707 0.035138 0.031075 0.033656 0.038244 0.039827 0.025477 0.028960 0.042690 0.048673 0.028417 0.020387 0.045252 0.054389 0.036051 0.037047 0.033640 0.040496 0.042826 0.035251 0.035242 0.036404 0.030363 0.034085 0.028031 0.045665 0.045569 0.032658
GLN 0.028258 0.026408 0.035081 0.036822 0.087649 0.081879 0.044110 0.038733 0.041172 0.051727 0.044787 0.038709 0.040538 0.051083 0.044351 0.037377 0.036430 0.048026 0.043323 0.037680 0.040504 0.045492 0.052701 0.031101 0.036276 0.047948 0.051835 0.051936 0.026236 0.041745 0.056474 0.040707 0.029777 0.038653 0.048646 0.035896 0.038605 0.043515 0.051813 0.038870 0.043223 0.036772 0.043403 0.038051 0.049514 0.035962 0.044064
GLY 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
GLU 0.040472 0.055188 0.057191 0.079038 0.097167 0.094264 0.096248 0.146929 0.159261 0.163181 0.134255 0.127021 0.151563 0.142927 0.122388 0.125289 0.147777 0.147149 0.147488 0.136668 0.133933 0.145608 0.156236 0.138850 0.139601 0.124811 0.138261 0.143214 0.160183 0.153159 0.133544 0.121541 0.143821 0.145724 0.143904 0.142905 0.132718 0.143736 0.135428 0.154859 0.138422 0.149579 0.142383 0.137827 0.142691 0.134880 0.134427
CYS 0.029139 0.104040 0.260122 0.140592 0.086932 0.082645 0.095626 0.102298 0.085976 0.103427 0.094640 0.078086 0.096170 0.091843 0.101530 0.094708 0.094846 0.088896 0.102185 0.082852 0.099994 0.085827 0.100191 0.099578 0.087150 0.101577 0.110575 0.070584 0.086579 0.100755 0.119077 0.078288 0.081874 0.115182 0.105726 0.088693 0.079012 0.101017 0.107918 0.088719 0.067409 0.106585 0.110345 0.111415 0.070720 0.107927 0.091100
ASP 0.002828 0.004162 0.007123 0.008408 0.010333 0.010872 0.023582 0.031330 0.056521 0.043254 0.037092 0.037152 0.041301 0.048399 0.047540 0.036806 0.043200 0.045232 0.042494 0.036427 0.045007 0.042184 0.034530 0.038495 0.036653 0.035284 0.035903 0.050342 0.045036 0.036700 0.036052 0.033944 0.041504 0.049319 0.037775 0.049813 0.038900 0.040355 0.034472 0.039662 0.042831 0.039200 0.033539 0.035607 0.038237 0.043558 0.045626
SER 0.022748 0.034503 0.090252 0.367690 0.213198 0.055547 0.032438 0.094631 0.141533 0.116437 0.065754 0.065823 0.074299 0.111595 0.104886 0.088671 0.051699 0.103899 0.105008 0.090442 0.083493 0.063510 0.097320 0.098235 0.088274 0.086081 0.079102 0.087751 0.085925 0.078963 0.083158 0.093879 0.101346 0.076490 0.070541 0.100191 0.094266 0.085487 0.082893 0.070723 0.110264 0.097376 0.064396 0.094882 0.107527 0.079733 0.080321
LYS 0.060461 0.039877 0.043675 0.040669 0.069323 0.106799 0.112917 0.120836 0.131438 0.099792 0.084023 0.102413 0.139187 0.112461 0.123254 0.095304 0.109869 0.122806 0.115252 0.098971 0.112308 0.116036 0.127329 0.097093 0.106433 0.121129 0.120201 0.114157 0.104480 0.097776 0.118785 0.119067 0.114940 0.117063 0.093319 0.110692 0.131984 0.121300 0.100854 0.102119 0.128779 0.098596 0.119969 0.114777 0.114633 0.103962 0.103578
PRO 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
HID 0.001793 0.003045 0.006118 0.008726 0.010746 0.017351 0.028885 0.025960 0.014778 0.011061 0.019765 0.016171 0.020118 0.013267 0.013792 0.017148 0.014835 0.016260 0.013899 0.016284 0.019794 0.017568 0.012218 0.017490 0.026016 0.016942 0.012112 0.020034 0.013300 0.022816 0.016027 0.022073 0.015472 0.017908 0.016089 0.020407 0.024940 0.011247 0.017639 0.022981 0.020928 0.014695 0.019602 0.023717 0.017883 0.010924 0.011879
