ILE 52.931191
GLN 2.963609
GLY 0.000000
GLU 13.338014
CYS 23.857888
ASP 8.612845
SER 11.440585
LYS 10.399230
PRO 0.000000
HID 0.557739
HIE 0.548333
ASN 7.286795
HIP 1.581093
VAL 38.044299
THR 2.137987
TRP 7.429988
PHE 7.863932
ALA 16.158593
MET 4.870482
LEU 58.081520
ARG 7.933677
TYR 8.962197
