CYS -0.961071
HIP 14.467184
ASP -9.425080
SER -3.245809
GLN -4.656385
LYS -4.385236
THR -3.745571
PHE -0.728084
ALA 0.078829
GLU -8.139880
MET -2.875196
ILE 3.887624
HID 11.898484
HIE 11.363384
ARG -28.162268
TRP -1.968384
VAL 0.007424
ASN -5.877885
TYR -4.183002
LEU 0.341124
